Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
113249, ARMM,71077,Wage/Salaries,1,42506,40182,1500,10122,900,2571,7980,780,8688,1345,13620,6000,139,2100,900,700,5844,1000,0,0,Male,34,Married,Grade 1,With Job/Business,Farmhands and laborers,Worked for private establishment,Extended Family,11,2,5,5,Single house,"Light material (cogon,nipa,anahaw)",Light,11,18,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
47835, ARMM,29390,Wage/Salaries,1,20716,20091,400,3103,650,1240,370,0,0,50,10110,6000,35,840,288,0,2928,0,0,0,Male,22,Single,Elementary Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,0,1,2,Single house,Mixed but predominantly salvaged materials,Salvaged,12,23,0,Own or owner-like possession of house and lot,Others,1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
315050, ARMM,124758,Enterpreneurial Activities,0,41974,30165,17590,12533,20751,5145,15320,0,9570,5455,32220,27000,420,1416,1320,7250,4890,18000,0,275460,Male,59,Married,Second Year College,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,5,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,27,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
1060441, ARMM,130563,Wage/Salaries,0,34568,29151,4630,12409,11630,3345,40640,0,0,6735,94638,84000,1100,7734,3600,3350,118890,33000,0,92800,Female,72,Widowed,Teacher Training and Education Sciences Programs,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,5,0,5,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,35,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,2,2,1,0,0,3,1,0,0,0,ARMM
172780, ARMM,82696,Other sources of Income,0,22496,15234,8255,6060,13810,2410,19550,0,0,3700,37878,33000,390,1440,1200,8000,4200,2000,0,0,Female,72,Widowed,Teacher Training and Education Sciences Programs,No Job/Business,,,Single Family,2,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,70,31,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,2,1,1,1,1,0,0,1,0,0,0,0,ARMM
153003, ARMM,97635,Wage/Salaries,0,35641,28085,8140,7325,5215,3906,29690,0,7240,2720,27396,19800,305,1716,1476,780,13116,600,0,41500,Male,32,Married,Third Year College,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,4,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,34,6,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,0,0,0,0,1,0,0,0,0,ARMM
135010, ARMM,64500,Enterpreneurial Activities,0,23387,16997,7400,7355,4715,3306,3610,0,0,2120,22674,15000,260,2280,1776,0,3540,1000,0,101950,Male,37,Married,First Year Post Secondary,With Job/Business,General managers/managing proprietors of restaurants and hotels,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,43,5,2,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,1,0,0,0,0,ARMM
319025, ARMM,99753,Wage/Salaries,0,31281,24229,15530,7730,5990,5310,18020,546,806,12795,54942,36000,2135,4266,6600,11650,19104,800,0,31200,Male,37,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,55,15,3,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,1,0,0,2,0,0,0,0,ARMM
410240, ARMM,206440,Enterpreneurial Activities,0,48286,39092,8590,16200,2390,6733,106500,0,3620,6320,53040,45000,425,2322,1056,9300,4470,2000,0,348600,Female,53,Widowed,Elementary Graduate,With Job/Business,General managers/managing proprietors of restaurants and hotels,Self-employed wihout any employee,Single Family,5,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,72,31,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,1,0,0,0,0,2,0,0,0,0,ARMM
119400, ARMM,50431,Wage/Salaries,0,22763,18884,2465,7970,1720,1395,6670,0,0,2635,18600,13800,246,1668,1056,880,3630,600,0,33600,Male,32,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,11,8,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
131119, ARMM,91319,Wage/Salaries,0,42779,40241,5994,11232,2425,3152,16490,0,10860,4990,29220,24000,495,1908,1296,1120,5550,2000,0,52500,Male,48,Married,Elementary Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,5,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,51,16,2,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,1,1,1,0,0,0,0,1,0,0,0,0,ARMM
107900, ARMM,83810,Wage/Salaries,0,40042,32046,8130,9590,3450,2985,12030,0,780,775,23934,18000,315,2688,1176,930,4320,800,0,35900,Male,37,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,5,0,3,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,29,9,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,0,0,0,0,0,1,0,0,0,0,ARMM
135235, ARMM,67477,Enterpreneurial Activities,0,24460,16234,6018,7580,8550,5045,4890,0,260,775,13200,9000,196,1308,900,740,2070,800,0,125000,Female,57,Widowed,Elementary Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,5,0,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,17,16,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
91500, ARMM,42806,Wage/Salaries,0,14304,9114,2760,3005,1687,2865,4140,0,300,3345,21912,18000,596,1428,600,0,6690,1000,0,34500,Male,59,Widowed,Third Year High School,With Job/Business,Fishery laborers and helpers,Worked for private establishment,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,22,21,1,Own or owner-like possession of house and lot,Closed pit,1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
73850, ARMM,58488,Wage/Salaries,0,29306,24148,3080,4450,3025,3048,7900,0,400,2540,23910,19800,370,2220,1536,900,3240,1000,0,13200,Male,34,Married,High School Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,7,2,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
81168, ARMM,35814,Enterpreneurial Activities,0,18430,16652,3230,2520,1115,3035,1890,585,1482,4455,24240,18000,450,2424,960,0,4356,800,0,32000,Male,45,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,2,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,5,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,1,1,1,0,0,0,1,0,0,0,0,ARMM
113368, ARMM,104264,Enterpreneurial Activities,1,63962,61756,2800,4527,1480,2715,20090,0,2850,5710,39240,33000,1300,2250,1620,1850,6240,800,69445,69445,Male,41,Married,Grade 1,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,10,2,8,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,37,17,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
115400, ARMM,73050,Enterpreneurial Activities,1,33104,31749,2310,5549,2085,3553,13230,0,1040,4270,18960,13800,665,2088,1104,1000,5700,2000,90100,90100,Male,40,Married,No Grade Completed,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,9,1,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,47,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
108480, ARMM,96165,Enterpreneurial Activities,0,40190,36653,6940,12410,2704,7335,16850,0,7240,2940,18750,13800,450,1980,1680,1100,3084,600,49000,82000,Male,42,Widowed,Elementary Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,1,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,29,18,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
88355, ARMM,45647,Other sources of Income,0,15576,13578,4734,6388,1915,3501,5150,0,1190,2349,22320,15000,195,1746,3900,0,4272,8000,33225,33225,Male,58,Widowed,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,"Light material (cogon,nipa,anahaw)",Strong,25,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
90000, ARMM,67603,Wage/Salaries,0,26707,11076,2995,4865,1450,2350,2310,0,30,1826,14340,1800,465,2496,2280,0,3168,3000,0,22000,Female,48,Single,Elementary Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,5,5,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,2,0,0,0,0,0,ARMM
44486, ARMM,28753,Wage/Salaries,0,14482,11765,2017,3178,257,1425,2480,0,724,390,8460,3600,80,960,0,200,1596,0,0,0,Female,53,Widowed,No Grade Completed,With Job/Business,Hand launderers and pressers,Worked for private household,Single Family,4,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,7,4,0,Rent-free house and lot with consent of owner,Others,0,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
45860, ARMM,29167,Other sources of Income,0,5420,4257,1930,7425,3505,2642,810,0,0,1435,14220,4800,215,2094,912,0,1776,1500,0,15500,Male,83,Married,Grade 2,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,11,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
91275, ARMM,46666,Other sources of Income,0,17378,14480,3335,9184,3380,3390,2440,0,1968,4197,14604,7800,180,2358,1584,864,3090,6500,15430,15430,Male,65,Widowed,Grade 1,With Job/Business,Fruit tree farmers,Employer in own family-operated farm or business,Extended Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,20,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
266000, ARMM,140240,Wage/Salaries,0,39571,27885,9900,16284,7287,14760,31990,0,1040,5348,45072,15000,730,9300,3720,68800,33306,9000,0,0,Male,55,Married,Business and Administration Programs,With Job/Business,Word processor and related operators,Worked for government/government corporation,Single Family,10,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,16,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,6,2,0,0,0,ARMM
140525, ARMM,78922,Wage/Salaries,0,31768,27602,6880,13651,1670,2899,12180,0,1866,1762,18864,7800,135,4302,2760,1300,6540,2200,0,36605,Male,61,Married,Grade 3,With Job/Business,Carpenters and joiners,Worked for private establishment,Extended Family,8,0,4,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,17,1,Own or owner-like possession of house and lot,"Water-sealed, other depository, shared with other household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,3,0,0,0,0,ARMM
156600, ARMM,103933,Wage/Salaries,0,37694,31201,5710,12775,1910,2905,6830,0,780,3045,18180,7200,689,5526,5520,1100,12792,10000,0,6200,Male,47,Married,First Year College,With Job/Business,"Helpers and cleaners in offices, hotels and other establishments",Worked for government/government corporation,Single Family,10,1,4,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,7,0,0,0,0,ARMM
320675, ARMM,112157,Wage/Salaries,0,53508,41478,2100,18903,3629,5735,8730,0,0,6789,11478,6000,540,1968,1584,500,6162,9500,29600,127440,Male,61,Married,Grade 1,With Job/Business,Fruit tree farmers,Self-employed wihout any employee,Extended Family,11,3,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,6,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
136270, ARMM,83755,Wage/Salaries,0,40890,36692,3866,14465,3045,4733,5310,0,2692,1670,11580,4800,350,960,900,0,3054,4000,0,0,Male,45,Married,No Grade Completed,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Extended Family,5,0,2,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,9,1,0,"Own house, rent-free lot with consent of owner","Water-sealed, other depository, shared with other household",1,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
109422, ARMM,87523,Wage/Salaries,0,48235,43860,2922,11502,2315,5097,7932,0,2252,1848,10800,5400,620,1152,240,1100,6156,700,0,46300,Male,82,Married,No Grade Completed,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Single Family,7,1,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,18,2,0,"Own house, rent-free lot with consent of owner",Closed pit,0,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
61235, ARMM,50838,Wage/Salaries,0,20309,14983,2630,8648,1970,5350,1950,0,390,2516,6420,2700,325,1152,1104,0,3990,1200,0,0,Male,21,Married,Grade 3,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Single Family,3,1,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,9,1,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,ARMM
88405, ARMM,50554,Wage/Salaries,0,18805,14118,1130,12588,1845,4305,1620,1482,3620,745,6360,3600,200,948,528,0,2100,1000,23060,23060,Male,64,Widowed,Elementary Graduate,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Single Family,2,0,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,9,10,0,"Own house, rent-free lot with consent of owner",,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
87100, ARMM,72375,Wage/Salaries,0,28549,24698,1927,10920,5100,5452,6725,0,3765,1735,10272,4800,845,552,774,3560,6132,1100,0,0,Male,35,Married,Grade 2,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Single Family,5,1,2,1,Single house,"Light material (cogon,nipa,anahaw)",Light,9,1,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0,ARMM
131823, ARMM,90973,Enterpreneurial Activities,0,47993,41598,1810,9598,3670,4377,7390,0,0,2529,16560,5400,1480,1416,2958,2350,5490,2500,0,104280,Male,73,Married,Grade 2,No Job/Business,,,Extended Family,9,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,12,1,Own or owner-like possession of house and lot,Closed pit,1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
