Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
186922,IVB - MIMAROPA,71010,Other sources of Income,0,22580,12552,12146,9585,3035,3869,8050,975,0,945,33264,18000,1339,9918,1980,1670,7014,1800,62300,81860,Female,63,Widowed,Elementary Graduate,With Job/Business,Street ambulant vendors,Self-employed wihout any employee,Extended Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,54,29,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
123117,IVB - MIMAROPA,51591,Wage/Salaries,0,24626,21282,2735,10158,1535,4115,0,2148,4160,1055,10950,6000,2500,3228,1290,0,3516,400,0,14760,Female,64,Widowed,Elementary Graduate,With Job/Business,Street ambulant vendors,Self-employed wihout any employee,Extended Family,4,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,25,38,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
241255,IVB - MIMAROPA,88418,Enterpreneurial Activities,1,26780,22203,10110,11419,3145,3673,20410,2613,0,3175,27600,15000,628,46680,2028,17600,13626,2900,0,139050,Male,48,Married,Engineering and Engineering trades Programs,With Job/Business,Building and related electricians,Worked for private establishment,Single Family,5,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,65,11,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,1,1,1,0,0,0,5,1,0,0,2,IVB - MIMAROPA
157550,IVB - MIMAROPA,42675,Other sources of Income,0,15409,13027,3595,8302,1275,4506,3000,390,1040,815,10062,6300,393,5340,192,1115,3654,1450,45680,56920,Male,62,Married,Elementary Graduate,With Job/Business,"General managers/managing proprietors in agriculture, hunting, forestry and fishing",Employer in own family-operated farm or business,Extended Family,3,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,43,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,1,1,0,0,0,IVB - MIMAROPA
95770,IVB - MIMAROPA,33837,Wage/Salaries,1,14303,12041,3162,5763,1565,3685,0,288,0,200,25110,4200,186,2904,606,0,3174,800,0,0,Male,35,Married,Grade 3,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,1,0,2,Single house,Salvaged/makeshift materials,Strong,15,0,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
175408,IVB - MIMAROPA,54600,Other sources of Income,0,23682,20748,6844,8886,1358,3637,2600,540,1040,855,48000,39000,1453,8400,924,1900,7260,1500,0,30640,Male,48,Married,Grade 5,With Job/Business,Farmhands and laborers,Worked for private establishment,Extended Family,4,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,8,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
377458,IVB - MIMAROPA,136473,Other sources of Income,0,19725,13213,20005,10866,2220,3827,50400,2470,3732,24489,45648,36000,17321,7668,6960,53400,13362,15000,0,70200,Male,39,Married,Second Year College,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,6,1,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,100,15,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,1,0,3,0,1,0,1,IVB - MIMAROPA
407850,IVB - MIMAROPA,154874,Enterpreneurial Activities,0,34617,28784,54745,8450,1040,4388,40720,690,0,4650,17820,6000,308,7632,1068,35277,11232,1100,0,276200,Male,49,Married,First Year College,With Job/Business,"Butchers, fishmongers and related food preparers",Worked for private establishment,Single Family,7,0,5,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,7,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,4,0,0,0,0,IVB - MIMAROPA
855215,IVB - MIMAROPA,148318,Wage/Salaries,0,29368,23530,46100,15629,4590,5550,2400,2210,2080,10030,68184,42000,4700,15732,21198,188200,95808,11000,0,0,Male,62,Married,"Agriculture, Forestry, and Fishery Programs",With Job/Business,Other life science technicians,Worked for government/government corporation,Extended Family,4,1,0,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,25,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,1,1,0,0,0,0,0,1,0,1,IVB - MIMAROPA
177140,IVB - MIMAROPA,76281,Enterpreneurial Activities,0,27331,24978,16619,9470,882,4050,6020,2080,0,2600,30450,10200,322,4572,2160,6700,7332,2000,0,100380,Male,44,Married,Elementary Graduate,With Job/Business,Street ambulant vendors,Self-employed wihout any employee,Single Family,4,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Quite Strong,20,25,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,2,0,1,0,0,IVB - MIMAROPA
209245,IVB - MIMAROPA,90810,Other sources of Income,0,21998,13540,28808,7152,3010,4234,5300,0,1629,6220,24024,0,14522,1320,5574,3095,10326,3500,0,0,Female,59,Married,Grade 5,No Job/Business,,,Extended Family,6,0,3,3,Single house,"Light material (cogon,nipa,anahaw)",Quite Strong,127,15,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,4,2,0,0,0,IVB - MIMAROPA
232789,IVB - MIMAROPA,36554,Other sources of Income,0,8062,7466,1715,1357,1185,324,19440,0,0,4828,47550,42000,7390,10926,10116,0,6384,6000,0,0,Female,72,Widowed,Post Baccalaureate,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,250,18,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,1,0,0,1,1,0,0,0,IVB - MIMAROPA
176383,IVB - MIMAROPA,76058,Wage/Salaries,0,27072,17280,21070,7577,1150,3394,1040,2340,0,7024,8808,3000,360,19170,852,2350,10452,200,0,0,Male,53,Married,Grade 1,With Job/Business,Sweepers and related laborers,Worked for government/government corporation,Extended Family,4,0,2,2,Single house,"Light material (cogon,nipa,anahaw)",Quite Strong,14,6,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
71652,IVB - MIMAROPA,27455,Wage/Salaries,0,10402,8745,820,6888,2200,2225,550,516,0,1395,8322,3000,665,720,312,1600,3504,400,0,3370,Male,34,Married,Elementary Graduate,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Extended Family,6,3,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,15,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
436661,IVB - MIMAROPA,129751,Wage/Salaries,0,39866,33380,28228,12775,2665,7278,9760,0,0,6475,80562,0,13983,20226,10398,8400,35106,5500,0,55200,Male,47,Married,Teacher Training and Education Sciences Programs,With Job/Business,"College, university and higher education teaching professionals",Worked for private establishment,Single Family,5,0,3,2,Commercial/industrial/agricultural building,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,320,20,3,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,3,1,0,0,0,4,1,0,0,1,IVB - MIMAROPA
121353,IVB - MIMAROPA,46724,Wage/Salaries,0,14335,11089,7804,5848,2955,3040,3385,756,3105,1890,16584,4200,462,9744,840,2795,4842,2500,0,21440,Male,39,Married,High School Graduate,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,20,5,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,1,0,0,0,0,0,0,0,2,0,0,0,1,IVB - MIMAROPA
68359,IVB - MIMAROPA,20943,Other sources of Income,0,7304,6093,400,6036,1025,2195,0,0,0,0,7050,4800,16904,1578,0,0,660,0,0,0,Male,81,Married,Grade 2,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,9,63,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
186022,IVB - MIMAROPA,57766,Wage/Salaries,0,25714,24163,5145,8728,1835,3265,5670,1020,3536,980,26268,18000,43307,3162,702,1200,4872,800,0,13669,Male,58,Married,Grade 5,With Job/Business,Carpenters and joiners,Worked for private establishment,Extended Family,7,2,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,84,8,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
433224,IVB - MIMAROPA,81221,Enterpreneurial Activities,0,32235,28290,8287,12096,1765,2692,16660,2670,0,850,31968,12000,339,59604,2130,39100,12930,3392,162203,162203,Male,53,Married,Elementary Graduate,With Job/Business,Rice farmers,Employer in own family-operated farm or business,Extended Family,6,0,2,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,47,11,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,1,0,0,0,0,5,0,0,0,1,IVB - MIMAROPA
477684,IVB - MIMAROPA,126269,Other sources of Income,0,50220,44876,23035,9142,2840,5050,12750,450,1560,10120,100044,60000,17495,16014,3858,14600,17328,7500,215638,228738,Male,62,Married,Third Year High School,With Job/Business,Rice farmers,Employer in own family-operated farm or business,Extended Family,8,0,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,270,3,5,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",2,0,1,1,1,0,1,0,4,1,0,0,2,IVB - MIMAROPA
79331,IVB - MIMAROPA,28035,Wage/Salaries,0,9957,7965,3240,7366,330,1109,1040,1890,390,1910,15594,4800,357,1398,72,0,2586,1000,0,0,Male,69,Divorced/Separated,Second Year High School,With Job/Business,Cabinet/furniture makers and related workers,Worked for private establishment,Extended Family,4,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,24,25,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
298538,IVB - MIMAROPA,82829,Wage/Salaries,0,16288,13680,14153,5886,550,1660,1200,0,0,830,22332,12000,8290,7962,858,0,30090,9000,0,1854,Male,30,Married,Engineering and Engineering Trades Programs,No Job/Business,,,Single Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,1,0,0,0,1,0,0,0,1,IVB - MIMAROPA
90069,IVB - MIMAROPA,33862,Wage/Salaries,0,7011,6245,5176,7833,2117,2081,180,0,0,1205,8694,3900,171,4092,2778,0,10380,5000,1262,1262,Male,30,Married,High School Graduate,With Job/Business,Garbage collectors,Worked for government/government corporation,Single Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,20,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
217193,IVB - MIMAROPA,73236,Other sources of Income,0,16447,13660,10050,8612,720,1538,17910,0,1872,13725,38172,12000,27530,8700,1944,5425,8934,2000,0,43084,Male,87,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Employer in own family-operated farm or business,Extended Family,7,1,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,30,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,1,0,0,1,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
102670,IVB - MIMAROPA,57875,Enterpreneurial Activities,1,28668,27360,6446,5533,1500,2450,8400,0,724,290,10704,4200,60,2556,282,700,5376,0,67312,86212,Male,47,Married,High School Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,0,1,1,Single house,Mixed but predominantly strong materials,Strong,35,24,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,1,0,0,0,1,0,0,0,0,IVB - MIMAROPA
102232,IVB - MIMAROPA,52072,Wage/Salaries,1,25878,24435,1685,4981,260,1678,9500,510,0,1100,7338,2400,138,3570,504,1020,3456,4000,0,0,Male,57,Married,First Year High School,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,3,0,1,2,Single house,"Light material (cogon,nipa,anahaw)",Light,12,1,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
148066,IVB - MIMAROPA,40477,Enterpreneurial Activities,0,20926,18980,3108,7487,330,2171,0,40,6832,670,14886,9000,2000,900,624,0,2442,5500,65765,69565,Male,68,Married,High School Graduate,With Job/Business,Root crops farmers,Employer in own family-operated farm or business,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,77,10,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
112857,IVB - MIMAROPA,50112,Enterpreneurial Activities,0,23036,22082,4332,5416,385,1535,9440,0,724,1000,12888,9000,630,5886,324,1674,3450,500,0,87720,Male,39,Married,Third Year High School,With Job/Business,Chicken farmers,Self-employed wihout any employee,Single Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,40,11,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,0,0,0,0,1,0,1,0,0,0,1,IVB - MIMAROPA
107524,IVB - MIMAROPA,61968,Other sources of Income,0,31525,30270,7584,5478,804,2311,8620,240,210,1990,12858,9000,4640,9102,450,5550,4824,0,0,0,Male,35,Married,Grade 5,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,8,1,5,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,25,4,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
125085,IVB - MIMAROPA,41268,Other sources of Income,0,13532,12640,3080,2494,1415,2040,8700,0,0,1620,15642,10500,4200,6096,1278,13600,4122,2000,0,21600,Female,53,Widowed,Third Year College,No Job/Business,,,Extended Family,3,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,20,3,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,1,1,1,1,0,0,0,2,2,0,0,0,IVB - MIMAROPA
273803,IVB - MIMAROPA,60547,Enterpreneurial Activities,1,35407,34285,7960,8820,750,1912,420,2990,0,6200,42126,18000,474,1890,1386,0,4080,6500,227163,255758,Male,66,Divorced/Separated,Second Year High School,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,150,18,5,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,1,1,0,0,0,0,1,0,0,0,1,IVB - MIMAROPA
41448,IVB - MIMAROPA,17894,Other sources of Income,0,6041,5519,750,4500,170,1005,1020,0,0,520,6540,3300,3363,840,0,0,2892,300,0,0,Female,71,Widowed,Grade 1,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,50,5,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, tubed/piped deep well",1,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
